common_name,scientific_name,recordist_name,recording_length,Date,TYPE,xc_id,Time,Country,Download_link
Little Tinamou,Crypturellus soui,José María Loaiza B.,0:18,2020-08-30,"uncertain, sonido de aleteo cuando levanta el vuelo",XC585806,07:14,Ecuador,https://xeno-canto.org/585806/download
Little Tinamou,Crypturellus soui,Dante Buzzetti,2:16,2008-08-04,call,XC557620,18:50,Brazil,https://xeno-canto.org/557620/download
Tepui Tinamou,Crypturellus ptaritepui,Sergio Gregorio,0:14,2016-01-12,song,XC303328,07:30,Venezuela,https://xeno-canto.org/303328/download
Tepui Tinamou,Crypturellus ptaritepui,GABRIEL LEITE,0:09,2017-01-29,song,XC354925,07:00,Venezuela,https://xeno-canto.org/354925/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Bernabe Lopez-Lanus,0:20,2019-10-19,song,XC549354,12:00,Argentina,https://xeno-canto.org/549354/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Bernabe Lopez-Lanus,0:26,2019-10-12,song,XC549351,12:00,Argentina,https://xeno-canto.org/549351/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Bernabe Lopez-Lanus,1:11,2019-10-12,song,XC549350,08:00,Argentina,https://xeno-canto.org/549350/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Guilherme de Barros Brandão,0:23,2015-09-03,song,XC402330,11:32,Brazil,https://xeno-canto.org/402330/download
Brown Tinamou,Crypturellus obsoletus,Fernando Igor de Godoy,1:12,2013-06-26,song,XC329092,07:30,Brazil,https://xeno-canto.org/329092/download
Brown Tinamou,Crypturellus obsoletus,Daniel Hinckley,0:11,2022-07-26,song,XC739149,09:04,Brazil,https://xeno-canto.org/739149/download
Brown Tinamou,Crypturellus obsoletus,David F. Belmonte,0:26,2021-06-25,uncertain,XC707842,12:00,Peru,https://xeno-canto.org/707842/download
Brown Tinamou,Crypturellus obsoletus,András Schmidt,0:07,2015-06-22,,XC699403,07:55,Brazil,https://xeno-canto.org/699403/download
Brown Tinamou,Crypturellus obsoletus,Tulio Dornas,0:57,2021-01-07,song,XC698117,06:30,Brazil,https://xeno-canto.org/698117/download
Brown Tinamou,Crypturellus obsoletus,Dante Buzzetti,8:03,2004-08-16,song,XC657841,18:00,Brazil,https://xeno-canto.org/657841/download
Brown Tinamou,Crypturellus obsoletus obsoletus,GABRIEL LEITE,0:25,2020-11-23,call,XC606683,07:00,Brazil,https://xeno-canto.org/606683/download
Brown Tinamou,Crypturellus obsoletus,Franco Vushurovich,0:07,2019-04-03,song,XC551776,11:00,Argentina,https://xeno-canto.org/551776/download
Brown Tinamou,Crypturellus obsoletus,Marcelo J Feliti,0:43,2019-08-10,song,XC494959,11:00,Brazil,https://xeno-canto.org/494959/download
Brown Tinamou,Crypturellus obsoletus,Franco Vushurovich,0:11,2018-12-02,song,XC492558,10:00,Argentina,https://xeno-canto.org/492558/download
Brown Tinamou,Crypturellus obsoletus,Franco Vushurovich,0:11,2019-04-02,song,XC465555,07:30,Argentina,https://xeno-canto.org/465555/download
Brown Tinamou,Crypturellus obsoletus,Caio Brito,0:32,2016-05-16,canto,XC427265,08:15,Brazil,https://xeno-canto.org/427265/download
Brown Tinamou,Crypturellus obsoletus,Marcelo Jordani Feliti,0:50,2016-09-17,song,XC424637,07:00,Brazil,https://xeno-canto.org/424637/download
Brown Tinamou,Crypturellus obsoletus,JAYRSON ARAUJO DE OLIVEIRA,0:03,2017-09-22,song,XC414933,6:22,Brazil,https://xeno-canto.org/414933/download
Brown Tinamou,Crypturellus obsoletus,JAYRSON ARAUJO DE OLIVEIRA,0:03,2017-11-09,song,XC414872,7:57,Brazil,https://xeno-canto.org/414872/download
Brown Tinamou,Crypturellus obsoletus punensis,Guy Kirwan,3:22,2016-09-10,song,XC351477,08:30,Bolivia,https://xeno-canto.org/351477/download
Brown Tinamou,Crypturellus obsoletus punensis,Guy Kirwan,3:24,2016-09-05,song,XC351071,16:30,Bolivia,https://xeno-canto.org/351071/download
Brown Tinamou,Crypturellus obsoletus punensis,Guy Kirwan,1:01,2016-09-05,song,XC351069,16:30,Bolivia,https://xeno-canto.org/351069/download
Brown Tinamou,Crypturellus obsoletus,Dan Lane,0:26,2016-09-05,call,XC348783,17:00,Bolivia,https://xeno-canto.org/348783/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Rodrigo Dela Rosa,1:47,2014-11-30,song,XC348637,06:30,Brazil,https://xeno-canto.org/348637/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Rodrigo Dela Rosa,0:46,2016-11-27,song,XC344287,16:00,Brazil,https://xeno-canto.org/344287/download
Brown Tinamou,Crypturellus obsoletus obsoletus,Mateus G. Santos,0:03,2016-10-14,song,XC341011,05:00,Brazil,https://xeno-canto.org/341011/download
Brown Tinamou,Crypturellus obsoletus,Odirlei Vieira da Fonseca,1:40,2016-08-19,song,XC337077,09:30,Brazil,https://xeno-canto.org/337077/download
Brown Tinamou,Crypturellus obsoletus,Odirlei Vieira da Fonseca,0:59,2016-08-19,song,XC337076,09:30,Brazil,https://xeno-canto.org/337076/download
Brown Tinamou,Crypturellus obsoletus,Robson Silva e Silva,3:05,2016-09-11,call,XC335296,07:00,Brazil,https://xeno-canto.org/335296/download
Brown Tinamou,Crypturellus obsoletus obsoletus (ssp assumed from location),Jeremy Minns,3:09,2002-11-21,call,XC332732,05:57,Argentina,https://xeno-canto.org/332732/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:03,2022-09-22,song,XC755187,6:59,Brazil,https://xeno-canto.org/755187/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:22,2022-09-17,song,XC754408,18:21,Brazil,https://xeno-canto.org/754408/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:05,2022-07-07,song,XC737017,9:21,Brazil,https://xeno-canto.org/737017/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:06,2022-05-26,song,XC727430,17:50,Brazil,https://xeno-canto.org/727430/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:46,2022-05-26,song,XC727429,17:40,Brazil,https://xeno-canto.org/727429/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,1:09,2022-04-14,song,XC715896,7:42,Brazil,https://xeno-canto.org/715896/download
Undulated Tinamou,Crypturellus undulatus,Juan Alejandro Morales Betancourt,0:24,2022-03-15,song,XC709435,15:02,Colombia,https://xeno-canto.org/709435/download
Undulated Tinamou,Crypturellus undulatus,Adelina Maria Kühl,0:20,2021-10-08,uncertain,XC680557,15:26,Brazil,https://xeno-canto.org/680557/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:59,2021-07-08,song,XC662179,6:55,Brazil,https://xeno-canto.org/662179/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,2:10,2021-01-25,song,XC617469,7:21,Brazil,https://xeno-canto.org/617469/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:50,2021-01-22,song,XC617211,6:43,Brazil,https://xeno-canto.org/617211/download
Undulated Tinamou,Crypturellus undulatus,Fabrice Schmitt,1:00,2014-09-14,song,XC614655,08:30,Paraguay,https://xeno-canto.org/614655/download
Undulated Tinamou,Crypturellus undulatus,Julio Delgado,0:05,2019-07-20,song,XC613795,06:30,Colombia,https://xeno-canto.org/613795/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:04,2020-12-04,song,XC607986,6:15,Brazil,https://xeno-canto.org/607986/download
Undulated Tinamou,Crypturellus undulatus,Rosendo Manuel Fraga,1:53,1998-10-06,song,XC604133,10:00,Bolivia,https://xeno-canto.org/604133/download
Undulated Tinamou,Crypturellus undulatus,Mauricio Cuellar Ramirez (@Birding.travel),0:17,2020-07-31,song,XC580194,09:00,Colombia,https://xeno-canto.org/580194/download
Undulated Tinamou,Crypturellus undulatus,Caio Brito,0:53,2018-07-29,canto,XC556252,18:35,Brazil,https://xeno-canto.org/556252/download
Undulated Tinamou,Crypturellus undulatus,Caio Brito,0:36,2018-07-29,canto,XC556251,18:25,Brazil,https://xeno-canto.org/556251/download
Undulated Tinamou,Crypturellus undulatus,Mauricio Cuellar Ramirez (@Birding.travel),0:02,2020-04-20,song,XC550059,17:00,Colombia,https://xeno-canto.org/550059/download
Undulated Tinamou,Crypturellus undulatus,Martin St-Michel,0:52,2019-10-02,song,XC547138,05:30,Peru,https://xeno-canto.org/547138/download
Undulated Tinamou,Crypturellus undulatus,Martin St-Michel,2:51,2019-09-30,song,XC547134,06:32,Peru,https://xeno-canto.org/547134/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,1:18,2019-12-17,song,XC518786,7:04,Brazil,https://xeno-canto.org/518786/download
Undulated Tinamou,Crypturellus undulatus,JAYRSON ARAUJO DE OLIVEIRA,0:12,2019-10-05,song,XC506366,11:15,Brazil,https://xeno-canto.org/506366/download
Undulated Tinamou,Crypturellus undulatus undulatus,GABRIEL LEITE,0:59,2019-05-07,song,XC474817,06:30,Brazil,https://xeno-canto.org/474817/download
Undulated Tinamou,Crypturellus undulatus simplex,GABRIEL LEITE,1:02,2019-03-13,song,XC461820,07:00,Brazil,https://xeno-canto.org/461820/download
Undulated Tinamou,Crypturellus undulatus,Guillermo Menéndez (gmmv80),0:23,2018-12-04,song,XC460769,14:00,Paraguay,https://xeno-canto.org/460769/download
Undulated Tinamou,Crypturellus undulatus,Will Sweet,0:08,2018-05-24,song,XC453629,16:00,Peru,https://xeno-canto.org/453629/download
Undulated Tinamou,Crypturellus undulatus,Rosendo Fraga,1:41,1998-10-06,song,XC443658,09:00,Bolivia,https://xeno-canto.org/443658/download
Undulated Tinamou,Crypturellus undulatus vermiculatus,JAYRSON ARAUJO DE OLIVEIRA,0:36,2018-10-27,song,XC440942,17:45,Brazil,https://xeno-canto.org/440942/download
Undulated Tinamou,Crypturellus undulatus vermiculatus,JAYRSON ARAUJO DE OLIVEIRA,0:24,2018-10-03,song,XC437663,17:51,Brazil,https://xeno-canto.org/437663/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:06,2020-02-08,song,XC594846,15:47,Ecuador,https://xeno-canto.org/594846/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:30,2020-02-07,call,XC593900,18:30,Ecuador,https://xeno-canto.org/593900/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:15,2020-02-07,call,XC593899,18:24,Ecuador,https://xeno-canto.org/593899/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:02,2020-02-07,call,XC593889,16:39,Ecuador,https://xeno-canto.org/593889/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:07,2020-02-07,call,XC593855,15:43,Ecuador,https://xeno-canto.org/593855/download
Pale-browed Tinamou,Crypturellus transfasciatus,Peter de Rouw,0:08,2020-02-07,call,XC593853,15:43,Ecuador,https://xeno-canto.org/593853/download
Pale-browed Tinamou,Crypturellus transfasciatus,Hans Matheve,1:36,2018-03-28,song,XC512768,?,Ecuador,https://xeno-canto.org/512768/download
Pale-browed Tinamou,Crypturellus transfasciatus,Leonardo Ordóñez-Delgado,0:51,2015-04-19,song,XC301719,08:30,Ecuador,https://xeno-canto.org/301719/download
Pale-browed Tinamou,Crypturellus transfasciatus,Ross Gallardy,0:33,2015-07-05,song,XC297070,07:30,Peru,https://xeno-canto.org/297070/download
Pale-browed Tinamou,Crypturellus transfasciatus,Ross Gallardy,0:19,2015-07-05,song,XC297069,07:30,Peru,https://xeno-canto.org/297069/download
Pale-browed Tinamou,Crypturellus transfasciatus,Leonardo Ordóñez-Delgado,1:51,2015-04-20,song,XC269782,07:00,Ecuador,https://xeno-canto.org/269782/download
Pale-browed Tinamou,Crypturellus transfasciatus,John V. Moore,0:18,2002-05-00,song,XC257251,?,Ecuador,https://xeno-canto.org/257251/download
Pale-browed Tinamou,Crypturellus transfasciatus,Leonardo Ordóñez-Delgado,1:17,2015-03-01,song,XC217126,11:00,Ecuador,https://xeno-canto.org/217126/download
Pale-browed Tinamou,Crypturellus transfasciatus,Jerome Fischer,0:49,2015-01-19,song,XC210959,07:00,Ecuador,https://xeno-canto.org/210959/download
Pale-browed Tinamou,Crypturellus transfasciatus,Leonardo Ordóñez-Delgado,0:45,2013-07-11,song,XC144744,11:00,Ecuador,https://xeno-canto.org/144744/download
Pale-browed Tinamou,Crypturellus transfasciatus,Andrew Spencer,0:50,2007-12-17,song,XC17304,17:50,Ecuador,https://xeno-canto.org/17304/download
Pale-browed Tinamou,Crypturellus transfasciatus,Fernando Angulo,0:03,2007-01-02,call,XC9643,6:00,Peru,https://xeno-canto.org/9643/download
Pale-browed Tinamou,Crypturellus transfasciatus,Nick Athanas,0:36,2001-07-29,song,XC6906,07:30,Ecuador,https://xeno-canto.org/6906/download
Pale-browed Tinamou,Crypturellus transfasciatus,Wilson Diaz,2:22,2018-12-12,call,XC446766,09:00,Peru,https://xeno-canto.org/446766/download
Pale-browed Tinamou,Crypturellus transfasciatus,Paul Molina Abril,0:10,2014-04-15,song,XC351593,07:00,Ecuador,https://xeno-canto.org/351593/download
Pale-browed Tinamou,Crypturellus transfasciatus,Niels Krabbe,1:05,2002-08-03,song,XC238232,18:20,Ecuador,https://xeno-canto.org/238232/download
Pale-browed Tinamou,Crypturellus transfasciatus,Niels Krabbe,1:42,1991-03-10,song,XC238231,17:30,Ecuador,https://xeno-canto.org/238231/download
Pale-browed Tinamou,Crypturellus transfasciatus,Leonardo Ordóñez-Delgado,2:03,2015-03-01,song,XC217097,08:00,Ecuador,https://xeno-canto.org/217097/download
Pale-browed Tinamou,Crypturellus transfasciatus,Frank Lambert,0:46,1991-02-05,song,XC68057,?:?,Ecuador,https://xeno-canto.org/68057/download
Pale-browed Tinamou,Crypturellus transfasciatus,Roger Ahlman,0:45,2010-08-04,song,XC66114,6:45,Ecuador,https://xeno-canto.org/66114/download
Pale-browed Tinamou,Crypturellus transfasciatus,Paul Noakes,0:17,2008-06-26,song,XC32558,18:00,Peru,https://xeno-canto.org/32558/download
Pale-browed Tinamou,Crypturellus transfasciatus,Allen T. Chartier,1:06,1996-11-18,song,XC9786,?,Ecuador,https://xeno-canto.org/9786/download
Pale-browed Tinamou,Crypturellus transfasciatus,Allen T. Chartier,0:02,1996-11-18,song,XC9785,?,Ecuador,https://xeno-canto.org/9785/download
Pale-browed Tinamou,Crypturellus transfasciatus,Allen T. Chartier,0:34,1996-11-18,song,XC9784,?,Ecuador,https://xeno-canto.org/9784/download
Pale-browed Tinamou,Crypturellus transfasciatus,Vanessa Luzuriaga,0:01,2014-04-17,song,XC355601,07:00,Ecuador,https://xeno-canto.org/355601/download
Brazilian Tinamou,Crypturellus strigulosus,Guilherme Willrich,0:57,2019-09-23,song,XC524787,09:14,Brazil,https://xeno-canto.org/524787/download
Brazilian Tinamou,Crypturellus strigulosus,Jarrod Swackhamer,0:06,2017-09-06,song,XC521357,17:00,Brazil,https://xeno-canto.org/521357/download
Brazilian Tinamou,Crypturellus strigulosus,Jacob Wijpkema,0:53,2021-10-10,song,XC686176,18:00,Bolivia,https://xeno-canto.org/686176/download
Brazilian Tinamou,Crypturellus strigulosus,Dante Buzzetti,2:20,2006-09-14,song,XC643154,9:10,Brazil,https://xeno-canto.org/643154/download
Brazilian Tinamou,Crypturellus strigulosus,Jacob Wijpkema,0:42,2020-11-03,song,XC606110,15:13,Bolivia,https://xeno-canto.org/606110/download
Brazilian Tinamou,Crypturellus strigulosus,GABRIEL LEITE,0:44,2020-03-11,song,XC534654,06:30,Brazil,https://xeno-canto.org/534654/download
Brazilian Tinamou,Crypturellus strigulosus,JAYRSON ARAUJO DE OLIVEIRA,0:08,2019-07-18,song,XC493147,6:36,Brazil,https://xeno-canto.org/493147/download
Brazilian Tinamou,Crypturellus strigulosus,JAYRSON ARAUJO DE OLIVEIRA,0:07,2019-07-18,song,XC493146,6:31,Brazil,https://xeno-canto.org/493146/download
Brazilian Tinamou,Crypturellus strigulosus,Caio Brito,0:11,2017-05-15,canto,XC427270,16:50,Brazil,https://xeno-canto.org/427270/download
Brazilian Tinamou,Crypturellus strigulosus,GABRIEL LEITE,0:16,2017-12-07,song,XC395768,07:30,Brazil,https://xeno-canto.org/395768/download
Brazilian Tinamou,Crypturellus strigulosus,Tulio Dornas,0:57,2013-06-23,song,XC377295,09:00,Brazil,https://xeno-canto.org/377295/download
Brazilian Tinamou,Crypturellus strigulosus,Tulio Dornas,0:42,2013-06-24,song,XC377294,07:00,Brazil,https://xeno-canto.org/377294/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,2:23,2002-01-28,song,XC323748,16:22,Brazil,https://xeno-canto.org/323748/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,0:43,2000-09-12,song,XC312936,11:42,Brazil,https://xeno-canto.org/312936/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,1:23,2000-09-12,song,XC312931,10:15,Brazil,https://xeno-canto.org/312931/download
Brazilian Tinamou,Crypturellus strigulosus,Rodrigo Dela Rosa,1:01,2015-07-17,song,XC303310,18:00,Brazil,https://xeno-canto.org/303310/download
Brazilian Tinamou,Crypturellus strigulosus,Peter Boesman,2:30,2005-01-09,song,XC221915,17:00,Brazil,https://xeno-canto.org/221915/download
Brazilian Tinamou,Crypturellus strigulosus,Peter Boesman,1:18,2005-01-09,song,XC221914,17:00,Brazil,https://xeno-canto.org/221914/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,1:41,2000-09-15,song,XC217873,08:27,Brazil,https://xeno-canto.org/217873/download
Brazilian Tinamou,Crypturellus strigulosus,GABRIEL LEITE,0:34,2015-01-28,song,XC212971,09:30,Brazil,https://xeno-canto.org/212971/download
Brazilian Tinamou,Crypturellus strigulosus,Micah Riegner,1:51,2013-09-06,song,XC171248,16:30,Brazil,https://xeno-canto.org/171248/download
Brazilian Tinamou,Crypturellus strigulosus,Micah Riegner,3:00,2013-09-15,song,XC155449,16:30,Brazil,https://xeno-canto.org/155449/download
Brazilian Tinamou,Crypturellus strigulosus,David Beadle,1:38,2002-01-29,song,XC122585,10:00,Brazil,https://xeno-canto.org/122585/download
Brazilian Tinamou,Crypturellus strigulosus,Tayler Brooks,0:30,2011-09-06,song,XC108671,17:45,Brazil,https://xeno-canto.org/108671/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,1:11,2002-01-29,song,XC85054,09:54,Brazil,https://xeno-canto.org/85054/download
Brazilian Tinamou,Crypturellus strigulosus,Jeremy Minns,2:07,2003-11-25,song,XC85053,16:33,Brazil,https://xeno-canto.org/85053/download
Brazilian Tinamou,Crypturellus strigulosus,Richard C. Hoyer,0:07,2009-10-30,song,XC60790,16:07,Peru,https://xeno-canto.org/60790/download
Brazilian Tinamou,Crypturellus strigulosus,Paul Donahue,0:56,2005-06-06,song,XC23790,16:37,Bolivia,https://xeno-canto.org/23790/download
Brazilian Tinamou,Crypturellus strigulosus,Paul Donahue,1:19,2005-05-30,song,XC23778,6:32,Bolivia,https://xeno-canto.org/23778/download
Brazilian Tinamou,Crypturellus strigulosus,Nick Athanas,0:13,2006-01-22,song,XC12059,17:00,Brazil,https://xeno-canto.org/12059/download
Grey-legged Tinamou,Crypturellus duidae,GABRIEL LEITE,0:25,2018-03-18,song,XC407249,17:00,Brazil,https://xeno-canto.org/407249/download
Grey-legged Tinamou,Crypturellus duidae,GABRIEL LEITE,0:32,2018-03-15,song,XC407247,17:00,Brazil,https://xeno-canto.org/407247/download
Grey-legged Tinamou,Crypturellus duidae,GABRIEL LEITE,0:47,2018-02-12,song,XC402848,07:00,Brazil,https://xeno-canto.org/402848/download
Grey-legged Tinamou,Crypturellus duidae,Juan Díaz-Alván,0:54,2017-01-13,song,XC351686,07:00,Peru,https://xeno-canto.org/351686/download
Grey-legged Tinamou,Crypturellus duidae,Richard Hoyer,0:40,2015-07-26,song,XC264297,17:15,Brazil,https://xeno-canto.org/264297/download
Grey-legged Tinamou,Crypturellus duidae,Hans Matheve,0:30,2014-02-21,song,XC401411,?,Colombia,https://xeno-canto.org/401411/download
Grey-legged Tinamou,Crypturellus duidae,Dan Lane,3:45,2013-12-31,song,XC163568,08:30,Peru,https://xeno-canto.org/163568/download
Grey-legged Tinamou,Crypturellus duidae,Dan Lane,2:25,2013-12-24,song,XC163183,06:30,Peru,https://xeno-canto.org/163183/download
Grey-legged Tinamou,Crypturellus duidae,Juan Díaz Alván y José Álvarez Alonso,0:55,2006-01-14,song,XC87923,6:00 am,Peru,https://xeno-canto.org/87923/download
Grey-legged Tinamou,Crypturellus duidae,Chris Parrish,1:55,1985-04-07,song,XC6237,?,Venezuela,https://xeno-canto.org/6237/download
Grey-legged Tinamou,Crypturellus duidae,Jacob Socolar,1:01,2019-08-10,song,XC660146,06:05,Colombia,https://xeno-canto.org/660146/download
Grey-legged Tinamou,Crypturellus duidae,Francisco A. Vásquez-Arévalo,0:59,2017-09-01,song,XC429170,07:25,Peru,https://xeno-canto.org/429170/download
Red-legged Tinamou,Crypturellus erythropus spencei,Peter Boesman,0:33,1997-02-02,song,XC221844,06:00,Venezuela,https://xeno-canto.org/221844/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:50,2003-08-05,song,XC221843,07:00,Venezuela,https://xeno-canto.org/221843/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:57,2003-08-05,song,XC221842,07:00,Venezuela,https://xeno-canto.org/221842/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:57,2003-08-05,song,XC221841,07:00,Venezuela,https://xeno-canto.org/221841/download
Red-legged Tinamou,Crypturellus erythropus,Joe Klaiber,0:03,2008-03-03,call,XC197435,05:30,Venezuela,https://xeno-canto.org/197435/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Niels Poul Dreyer,0:27,2012-01-12,song,XC98571,11:00,Guyana,https://xeno-canto.org/98571/download
Red-legged Tinamou,Crypturellus erythropus,Daniel Lane,1:12,2011-03-15,song,XC75023,10:30,Suriname,https://xeno-canto.org/75023/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Bernabe Lopez-Lanus,0:22,2001-05-26,"song, trisyllabic song",XC45340,pm,Colombia,https://xeno-canto.org/45340/download
Red-legged Tinamou,Crypturellus erythropus,Felipe Arantes,0:47,2020-11-15,song,XC636946,09:30,Brazil,https://xeno-canto.org/636946/download
Red-legged Tinamou,Crypturellus erythropus,GABRIEL LEITE,0:54,2019-02-11,song,XC456480,06:30,Brazil,https://xeno-canto.org/456480/download
Red-legged Tinamou,Crypturellus erythropus,GABRIEL LEITE,0:37,2016-03-16,song,XC307364,07:30,Brazil,https://xeno-canto.org/307364/download
Red-legged Tinamou,Crypturellus erythropus,GABRIEL LEITE,0:25,2016-03-16,song,XC307362,07:30,Brazil,https://xeno-canto.org/307362/download
Red-legged Tinamou,Crypturellus erythropus spencei,Peter Boesman,0:38,1997-02-02,song,XC221850,08:00,Venezuela,https://xeno-canto.org/221850/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:28,1994-08-06,song,XC221849,?,Venezuela,https://xeno-canto.org/221849/download
Red-legged Tinamou,Crypturellus erythropus spencei,Peter Boesman,0:04,1994-06-19,song,XC221848,?,Venezuela,https://xeno-canto.org/221848/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:05,2002-07-23,song,XC221847,18:00,Venezuela,https://xeno-canto.org/221847/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,1:07,2003-08-05,song,XC221846,06:45,Venezuela,https://xeno-canto.org/221846/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:31,1997-03-25,song,XC221845,16:00,Venezuela,https://xeno-canto.org/221845/download
Red-legged Tinamou,Crypturellus erythropus,Peter Boesman,0:35,1997-03-25,song,XC221840,16:00,Venezuela,https://xeno-canto.org/221840/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Oswaldo Cortes,0:04,2005-07-05,song,XC92409,08:00,Colombia,https://xeno-canto.org/92409/download
Red-legged Tinamou,Crypturellus erythropus,Oswaldo Cortes,0:37,2005-07-05,song,XC92405,08:00,Colombia,https://xeno-canto.org/92405/download
Red-legged Tinamou,Crypturellus erythropus,Andrew Spencer,0:11,2006-12-22,song,XC9917,07:45,Venezuela,https://xeno-canto.org/9917/download
Red-legged Tinamou,Crypturellus erythropus,Andrew Spencer,0:02,2006-12-22,song,XC9916,07:45,Venezuela,https://xeno-canto.org/9916/download
Red-legged Tinamou,Crypturellus erythropus,GABRIEL LEITE,0:19,2019-02-05,song,XC456451,07:00,Brazil,https://xeno-canto.org/456451/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Peter Boesman,0:04,2003-07-29,song,XC221851,18:00,Venezuela,https://xeno-canto.org/221851/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Oswaldo Cortes,0:31,2005-07-12,call,XC92576,08:00,Colombia,https://xeno-canto.org/92576/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Bernabe Lopez-Lanus,0:04,2001-05-22,song,XC57088,10:19,Colombia,https://xeno-canto.org/57088/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Bernabe Lopez-Lanus,0:31,2001-05-26,song,XC57087,18:00,Colombia,https://xeno-canto.org/57087/download
Red-legged Tinamou,Crypturellus erythropus erythropus,Charlie Vogt,1:01,2010-03-19,song,XC46237,18:15,Guyana,https://xeno-canto.org/46237/download
Red-legged Tinamou,Crypturellus erythropus idoneus,Bernabe Lopez-Lanus,0:16,2001-05-24,"song, bi and trisyllabic song",XC45342,pm,Colombia,https://xeno-canto.org/45342/download
Yellow-legged Tinamou,Crypturellus noctivagus,Guilherme Willrich,0:42,2020-01-17,song,XC521766,07:13,Brazil,https://xeno-canto.org/521766/download
Yellow-legged Tinamou,Crypturellus noctivagus zabele,GABRIEL LEITE,0:04,2022-02-26,song,XC707194,07:00,Brazil,https://xeno-canto.org/707194/download
Yellow-legged Tinamou,Crypturellus noctivagus zabele,GABRIEL LEITE,0:05,2022-02-26,song,XC707193,07:00,Brazil,https://xeno-canto.org/707193/download
Yellow-legged Tinamou,Crypturellus noctivagus noctivagus,GABRIEL LEITE,0:07,2021-01-11,song,XC614784,07:30,Brazil,https://xeno-canto.org/614784/download
Yellow-legged Tinamou,Crypturellus noctivagus noctivagus,GABRIEL LEITE,0:25,2021-01-11,song,XC614783,07:30,Brazil,https://xeno-canto.org/614783/download
Yellow-legged Tinamou,Crypturellus noctivagus,Cicero Simão Lima Santos,1:44,2019-11-29,song,XC521263,05:30,Brazil,https://xeno-canto.org/521263/download
Yellow-legged Tinamou,Crypturellus noctivagus,Marcelo J Feliti,1:27,2019-10-11,song,XC502078,10:20,Brazil,https://xeno-canto.org/502078/download
Yellow-legged Tinamou,Crypturellus noctivagus,Guilherme Willrich,0:54,2017-10-17,song,XC440192,08:33,Brazil,https://xeno-canto.org/440192/download
Yellow-legged Tinamou,Crypturellus noctivagus,Robson Silva e Silva,1:33,2016-12-20,song,XC347780,10:00,Brazil,https://xeno-canto.org/347780/download
Yellow-legged Tinamou,Crypturellus noctivagus,Fernando Igor de Godoy,0:06,2021-11-07,song,XC714010,08:00,Brazil,https://xeno-canto.org/714010/download
Yellow-legged Tinamou,Crypturellus noctivagus,Fernando Igor de Godoy,0:38,2021-11-07,song,XC714009,08:00,Brazil,https://xeno-canto.org/714009/download
